student_id,full_name,age,gender,city,email,group_id,enrollment_date,email_valid,instructor,course_id,course_name,category,difficulty_level,avg_grade,attendance_rate_pct,total_concepts,concepts_failed,avg_concept_score,concept_fail_pct,late_rate,avg_time_spent,total_submissions,total_events,total_video_seconds,passed
S0023,Tarek Gamal,21,Female,Mansoura,@kayfa.io,G08,2025-12-19,False,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,71.9090909090909,100.0,24,6,68.63333333333334,25.0,0.6666666666666666,110.0,3,70,11737.0,True
S0024,Hossam ElBaz,24,Female,Ismailia,hossam.elbaz@kayfa-student.io,G09,2025-12-16,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,84.5909090909091,100.0,24,1,81.75833333333334,4.166666666666666,0.0,131.0,3,77,16430.0,True
S0025,Jana ElMasry,18,Male,Mansoura,jana.elmasry@kayfa-student.io,G06,2025-12-09,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,81.89090909090909,100.0,24,0,82.23333333333333,0.0,0.0,158.33333333333334,3,67,10871.0,True
S0026,Mohamed ElShafei,26,Male,Port Said,mohamed.elshafei@kayfa-student.io,G04,2025-12-02,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,72.92727272727274,50.0,24,7,70.92916666666666,29.166666666666668,0.0,125.66666666666667,3,79,21329.0,True
S0027,Youssef Ramadan,24,Male,Cairo,youssef.ramadan@kayfa-student.io,G04,2025-12-01,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,74.72727272727273,100.0,24,3,76.5125,12.5,1.0,172.66666666666666,3,76,13186.0,True
S0028,Mariam Gamal,20,Female,Mansoura,mariam.gamal@kayfa-student.io,G06,2025-12-02,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,78.83636363636364,75.0,24,1,80.85000000000001,4.166666666666666,0.0,116.66666666666667,3,79,12940.0,True
S0029,Abdelrahman ElShafei,24,Female,Mansoura,abdelrahman.elshafei@kayfa-student.io,G09,2025-12-03,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,76.67272727272727,100.0,24,0,79.55416666666666,0.0,0.3333333333333333,146.0,3,69,9388.0,True
S0030,Hossam Abdelaziz,20,Male,Ismailia,hossam.abdelaziz@kayfa-student.io,G08,2025-12-17,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,69.84545454545454,100.0,24,5,64.8875,20.833333333333336,0.0,155.5,4,69,16006.0,True
S0031,Menna Nasr,19,Male,Giza,menna.nasr@kayfa-student.io,G06,2025-12-09,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,66.76363636363637,100.0,24,5,69.82916666666667,20.833333333333336,0.3333333333333333,92.66666666666667,3,53,5795.0,True
S0032,Hana Awad,19,Male,Mansoura,hana.awad@kayfa-student.io,G01,2025-12-09,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,69.32727272727273,75.0,24,6,67.83749999999999,25.0,0.6666666666666666,96.0,3,50,7009.0,True
S0033,Laila Saad,18,Female,Alexandria,laila.saad@kayfa-student.io,G04,2025-12-04,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,71.61818181818181,50.0,24,4,69.44583333333334,16.666666666666664,0.0,131.0,3,89,17038.0,True
S0034,Omar ElMasry,23,Male,Cairo,omar.elmasry@kayfa-student.io,G05,2025-12-10,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,73.04545454545455,100.0,24,4,71.7625,16.666666666666664,0.0,79.0,3,77,19426.0,True
S0035,Khaled Kamel,24,Male,Alexandria,khaled.kamel@kayfa-student.io,G09,2025-12-17,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,70.25454545454545,75.0,24,11,64.00833333333334,45.83333333333333,0.3333333333333333,145.33333333333334,3,59,7812.0,True
S0036,Sherif Nasr,20,Female,Cairo,sherif.nasr@kayfa-student.io,G07,2025-12-10,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,52.790909090909096,60.0,24,16,57.291666666666664,66.66666666666666,0.3333333333333333,109.66666666666667,3,53,10558.0,False
S0037,Mona Gamal,23,Female,Tanta,mona.gamal@kayfa-student.io,G03,2025-12-08,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,80.98181818181818,75.0,24,5,74.32083333333334,20.833333333333336,0.3333333333333333,83.0,3,66,12417.0,True
S0038,Seif Halim,27,Female,Alexandria,seif.halim@kayfa-student.io,G07,2025-12-14,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,52.5,60.0,24,18,54.60833333333333,75.0,0.3333333333333333,112.33333333333333,3,59,13552.0,False
S0039,Youssef ElShafei,21,Male,Zagazig,youssef.elshafei@kayfa-student.io,G04,2025-12-06,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,65.55454545454546,100.0,24,10,62.6875,41.66666666666667,0.3333333333333333,100.33333333333333,3,67,10448.0,True
S0040,Esraa Zaki,19,Male,Cairo,esraa.zaki@kayfa-student.io,G01,2025-12-02,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,82.28181818181818,100.0,24,1,80.77916666666667,4.166666666666666,0.3333333333333333,90.33333333333333,3,63,14470.0,True
S0041,Amr Mahmoud,20,Male,Mansoura,amr.mahmoud@kayfa-student.io,G09,2025-12-02,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,67.13636363636364,75.0,24,6,67.15416666666667,25.0,0.0,96.33333333333333,3,79,10797.0,True
S0042,Abdelrahman Ramadan,19,Male,Port Said,abdelrahman.ramadan@kayfa-student.io,G07,2025-12-03,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,58.81818181818182,100.0,24,10,61.53333333333333,41.66666666666667,0.6666666666666666,78.66666666666667,3,71,8678.0,False
S0043,Marwan ElShafei,18,Female,Tanta,marwan.elshafei@kayfa-student.io,G02,2025-12-09,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,82.07272727272726,75.0,24,1,82.47916666666667,4.166666666666666,0.3333333333333333,152.33333333333334,3,83,18193.0,True
S0044,Yasmin Ramadan,17,Female,Ismailia,yasmin.ramadan@kayfa-student.io,G04,2025-12-14,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,75.36363636363636,75.0,24,5,74.37083333333334,20.833333333333336,0.3333333333333333,119.0,3,47,6653.0,True
S0045,Farida ElMasry,23,Female,Giza,farida.elmasry@kayfa-student.io,G03,2025-12-14,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,65.08181818181818,100.0,24,8,62.20416666666667,33.33333333333333,0.6666666666666666,77.66666666666667,3,59,9584.0,True
S0046,Abdelrahman Abdelaziz,21,Male,Asyut,abdelrahman.abdelaziz@kayfa-student.io,G01,2025-12-10,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,60.43636363636363,50.0,24,11,58.98333333333333,45.83333333333333,0.6666666666666666,112.33333333333333,3,37,4224.0,True
S0047,Hassan ElGhandour,28,Male,Mansoura,hassan.elghandour@kayfa-student.io,G04,2025-12-11,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,68.48181818181818,75.0,24,7,63.949999999999996,29.166666666666668,1.0,142.0,3,69,12095.0,True
S0048,Laila Habib,21,Female,Port Said,laila.habib@kayfa-student.io,G06,2025-12-06,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,66.2090909090909,25.0,24,11,62.80833333333334,45.83333333333333,0.3333333333333333,79.33333333333333,3,77,11563.0,True
S0049,Seif Mansour,22,Male,Alexandria,seif.mansour@kayfa-student.io,G09,2025-12-01,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,63.22727272727273,75.0,24,12,60.24166666666667,50.0,0.6666666666666666,110.0,3,53,8816.0,True
S0050,Karim Sultan,23,Male,Tanta,karim.sultan@kayfa-student.io,G05,2025-12-03,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,70.23636363636363,100.0,24,9,70.3875,37.5,0.3333333333333333,107.0,3,49,10986.0,True
S0051,Hana Fathy,29,Female,Asyut,hana.fathy@kayfa-student.io,G05,2025-12-13,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,63.82727272727273,80.0,24,4,66.34583333333333,16.666666666666664,0.0,125.33333333333333,3,78,17258.0,True
S0052,Youssef Mahmoud,25,Female,Tanta,youssef.mahmoud@kayfa-student.io,G08,2025-12-06,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,76.2909090909091,75.0,24,2,78.21249999999999,8.333333333333332,0.0,128.66666666666666,3,42,7593.0,True
S0053,Hassan Refaat,27,Female,Alexandria,hassan.refaat@kayfa-student.io,G01,2025-12-01,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,76.12727272727273,50.0,24,2,76.57916666666667,8.333333333333332,0.0,121.33333333333333,3,78,9446.0,True
S0054,Nada Naguib,23,Male,Giza,nada.naguib@kayfa-student.io,G08,2025-12-12,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,69.61818181818181,100.0,24,7,67.39999999999999,29.166666666666668,0.3333333333333333,124.66666666666667,3,89,20226.0,True
S0055,Ali Naguib,21,Male,Zagazig,ali.naguib@kayfa-student.io,G02,2025-12-19,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,68.34545454545454,75.0,24,6,70.94166666666668,25.0,0.0,93.33333333333333,3,71,13852.0,True
S0056,Hassan Ibrahim,20,Female,Zagazig,hassan.ibrahim@kayfa-student.io,G09,2025-12-03,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,83.46363636363637,100.0,24,0,82.69166666666668,0.0,0.3333333333333333,137.33333333333334,3,91,17180.0,True
S0057,Sherif Halim,19,Male,Giza,sherif.halim@kayfa-student.io,G01,2025-12-18,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,83.60000000000001,100.0,24,0,83.1875,0.0,0.0,75.66666666666667,3,82,18602.0,True
S0058,Sara Darwish,17,Male,Mansoura,sara.darwish@kayfa-student.io,G06,2025-12-16,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,73.87272727272727,75.0,24,2,75.81666666666666,8.333333333333332,0.3333333333333333,97.0,3,77,10194.0,True
S0059,Amr Soliman,21,Male,Alexandria,amr.soliman@kayfa-student.io,G03,2025-12-20,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,62.72727272727273,50.0,24,10,60.708333333333336,41.66666666666667,0.0,88.66666666666667,3,72,6635.0,True
S0060,Sara Awad,19,Male,Tanta,sara.awad@kayfa-student.io,G06,2025-12-16,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,76.58181818181818,75.0,24,0,82.6625,0.0,0.0,104.66666666666667,3,67,8686.0,True
S0061,Karim AbdelHamid,18,Male,Fayoum,spaces here@x.io,G03,2025-12-16,False,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,71.84545454545454,75.0,24,7,70.14583333333333,29.166666666666668,0.0,138.33333333333334,3,79,16531.0,True
S0062,Menna ElGhandour,22,Female,Mansoura,not-an-email,G04,2025-12-04,False,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,63.5,100.0,24,11,56.75,45.83333333333333,0.6666666666666666,140.33333333333334,3,52,8226.0,True
S0063,Hossam AbdelHamid,21,Female,Tanta,hossam.abdelhamid@kayfa-student.io,G04,2025-12-01,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,69.92727272727274,100.0,24,7,72.08333333333333,29.166666666666668,1.0,64.0,3,58,15383.0,True
S0064,Salma ElGhandour,22,Female,Asyut,salma.elghandour@kayfa-student.io,G02,2025-12-20,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,72.04545454545455,75.0,24,5,74.51666666666667,20.833333333333336,0.0,117.33333333333333,3,58,7181.0,True
S0065,Mostafa Gamal,22,Male,Port Said,mostafa.gamal@kayfa-student.io,G06,2025-12-19,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,69.39090909090909,75.0,24,1,71.46249999999999,4.166666666666666,0.3333333333333333,110.33333333333333,3,86,18437.0,True
S0066,Fady Soliman,20,Female,Zagazig,fady.soliman@kayfa-student.io,G05,2025-12-01,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,74.52727272727272,60.0,24,0,76.8625,0.0,0.6666666666666666,70.0,3,57,12749.0,True
S0067,Malak Abdelaziz,24,Female,Port Said,malak.abdelaziz@kayfa-student.io,G07,2025-12-13,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,58.90909090909091,60.0,24,14,59.12083333333334,58.333333333333336,1.0,139.0,3,42,4781.0,False
S0068,Nada Hassan,27,Male,Zagazig,nada.hassan@kayfa-student.io,G04,2025-12-06,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,75.7,100.0,24,1,80.5,4.166666666666666,0.3333333333333333,155.0,3,49,11432.0,True
S0069,Hana Darwish,25,Female,Giza,hana.darwish@kayfa-student.io,G07,2025-12-02,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,66.41818181818182,80.0,24,5,71.09166666666667,20.833333333333336,1.0,133.33333333333334,3,54,9398.0,True
S0070,Sara Shawky,19,Female,Tanta,sara.shawky@kayfa-student.io,G05,2025-12-11,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,67.26363636363637,80.0,24,9,67.90416666666667,37.5,0.0,138.0,3,65,9466.0,True
S0071,Sara Halim,17,Female,Alexandria,sara.halim@kayfa-student.io,G09,2025-12-03,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,74.82727272727273,50.0,24,3,74.70833333333333,12.5,0.3333333333333333,159.0,3,31,3889.0,True
S0072,Ahmed Mansour,23,Female,Mansoura,ahmed.mansour@kayfa-student.io,G05,2025-12-09,True,Eng. Khaled Adel,C003,Web Development,Programming,Intermediate,79.39999999999999,100.0,24,0,87.41250000000001,0.0,0.0,143.33333333333334,3,60,8064.0,True
S0073,Fady Refaat,21,Female,Fayoum,fady.refaat@kayfa-student.io,G07,2025-12-16,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,65.57272727272726,20.0,24,9,65.94583333333334,37.5,0.6666666666666666,139.0,3,54,10693.0,True
S0074,Sherif Zaki,25,Female,Alexandria,sherif.zaki@kayfa-student.io,G08,2025-12-09,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,67.99090909090908,25.0,24,2,69.1875,8.333333333333332,0.3333333333333333,109.0,3,60,7937.0,True
S0075,Hana Mahmoud,22,Male,Tanta,hana.mahmoud@kayfa-student.io,G02,2025-12-06,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,70.07272727272726,100.0,24,4,68.75416666666666,16.666666666666664,1.0,155.0,3,40,5482.0,True
S0076,Ali Hassan,24,Male,Mansoura,ali.hassan@kayfa-student.io,G04,2025-12-17,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,66.15454545454546,100.0,24,7,66.875,29.166666666666668,1.0,125.0,3,42,6473.0,True
S0077,Omar ElMasry,18,Female,Port Said,omar.elmasry@kayfa-student.io,G08,2025-12-13,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,71.78181818181818,100.0,24,3,73.5,12.5,0.3333333333333333,153.66666666666666,3,75,14070.0,True
S0078,Mona Farouk,19,Female,Mansoura,mona.farouk@kayfa-student.io,G04,2025-12-15,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,62.98181818181818,50.0,25,12,58.312,48.0,0.0,95.66666666666667,3,52,11595.0,True
S0079,Ahmed Kamel,21,Male,Ismailia,ahmed.kamel@kayfa-student.io,G03,2025-12-14,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,77.60000000000001,75.0,24,2,78.87083333333334,8.333333333333332,0.0,125.0,3,66,13449.0,True
S0080,Jana ElMasry,17,Male,Asyut,jana.elmasry@kayfa-student.io,G04,2025-12-04,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,63.98181818181818,100.0,24,15,55.21666666666667,62.5,0.6666666666666666,117.33333333333333,3,51,8711.0,True
S0081,Mostafa ElMasry,21,Male,Fayoum,mostafa.elmasry@kayfa-student.io,G04,2025-12-19,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,61.054545454545455,100.0,24,14,57.7125,58.333333333333336,0.3333333333333333,137.66666666666666,3,63,9870.0,True
S0082,Fady Shawky,17,Female,Port Said,fady.shawky@kayfa-student.io,G09,2025-12-20,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,89.06363636363636,100.0,24,1,84.11666666666666,4.166666666666666,0.0,156.33333333333334,3,91,22735.0,True
S0083,Seif ElMasry,26,Male,Fayoum,seif.elmasry@kayfa-student.io,G09,2025-12-09,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,74.64545454545454,50.0,24,4,77.03750000000001,16.666666666666664,0.3333333333333333,125.33333333333333,3,36,5920.0,True
S0084,Mariam Habib,20,Female,Asyut,mariam.habib@kayfa-student.io,G08,2025-12-06,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,76.23636363636363,100.0,24,3,76.17916666666666,12.5,0.3333333333333333,148.66666666666666,3,61,9357.0,True
S0085,Salma ElMasry,24,Male,Tanta,salma.elmasry@kayfa-student.io,G08,2025-12-13,True,Dr. Laila ElBaz,C006,Machine Learning Basics,Analytics,Advanced,74.84545454545456,100.0,24,2,74.9875,8.333333333333332,0.0,178.0,3,77,17106.0,True
S0086,Yasmin Naguib,24,Male,Alexandria,yasmin.naguib@kayfa-student.io,G04,2025-12-06,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,65.35454545454546,75.0,24,11,59.13333333333333,45.83333333333333,0.3333333333333333,85.33333333333333,3,71,13998.0,True
S0087,Ali ElBaz,23,Male,Giza,ali.elbaz@kayfa-student.io,G03,2025-12-05,True,Dr. Laila ElBaz,C002,Python Programming,Programming,Beginner,83.77272727272727,100.0,24,0,85.10833333333333,0.0,0.0,140.66666666666666,3,60,8575.0,True
S0088,Ziad ElMasry,17,Female,Cairo,ziad.elmasry@kayfa-student.io,G07,2025-12-09,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,63.72727272727273,60.0,24,4,68.57083333333334,16.666666666666664,0.6666666666666666,98.33333333333333,3,67,7476.0,True
S0089,Mona Kamel,23,Male,Port Said,mona.kamel@kayfa-student.io,G04,2025-12-17,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,63.91818181818182,100.0,24,8,62.76666666666667,33.33333333333333,0.3333333333333333,151.66666666666666,3,59,8138.0,True
S0090,Rana Mansour,20,Female,Ismailia,rana.mansour@kayfa-student.io,G07,2025-12-10,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,53.2,40.0,24,16,55.770833333333336,66.66666666666666,0.0,91.66666666666667,3,45,8712.0,False
S0091,Ziad Awad,25,Male,Fayoum,ziad.awad@kayfa-student.io,G09,2025-12-15,True,Dr. Mona Saad,C006,Machine Learning Basics,Analytics,Advanced,75.2,100.0,24,6,69.09583333333333,25.0,0.3333333333333333,68.33333333333333,3,68,10941.0,True
S0092,Rowan Hassan,17,Female,Zagazig,rowan.hassan@kayfa-student.io,G04,2025-12-06,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,88.74545454545455,100.0,24,3,85.10833333333333,12.5,0.0,90.33333333333333,3,83,17517.0,True
S0093,Menna Saad,20,Male,Ismailia,menna.saad@kayfa-student.io,G07,2025-12-15,True,Eng. Hossam Refaat,C005,Digital Marketing,Business,Beginner,68.76363636363637,60.0,24,4,68.83749999999999,16.666666666666664,0.6666666666666666,102.66666666666667,3,60,9572.0,True
S0094,Nada Saad,24,Female,Alexandria,nada.saad@kayfa-student.io,G01,2025-12-02,True,Eng. Khaled Adel,C001,Data Analytics Fundamentals,Analytics,Beginner,57.345454545454544,100.0,24,9,59.11666666666667,37.5,0.6666666666666666,168.0,3,43,7038.0,False
S0095,Yasmin Fathy,22,Female,Zagazig,yasmin.fathy@kayfa-student.io,Unassigned,2025-12-06,True,,,,,,69.61818181818181,100.0,24,8,63.479166666666664,33.33333333333333,0.3333333333333333,111.66666666666667,3,64,10449.0,True
S0096,Mona Gamal,25,Female,Tanta,mona.gamal@kayfa-student.io,G06,2025-12-16,True,Dr. Mona Saad,C004,UI/UX Design,Design,Beginner,74.02727272727272,100.0,24,0,77.175,0.0,0.0,107.0,3,70,12577.0,True
S0097,Ziad Ibrahim,20,Female,Mansoura,ziad.ibrahim@kayfa-student.io,G02,2025-12-10,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,67.22727272727273,100.0,24,4,68.6875,16.666666666666664,0.3333333333333333,139.66666666666666,3,74,12848.0,True
S0098,Mahmoud Kamel,25,Male,Mansoura,mahmoud.kamel@kayfa-student.io,G02,2025-12-16,True,Dr. Mona Saad,C001,Data Analytics Fundamentals,Analytics,Beginner,72.39090909090909,100.0,24,5,68.04166666666667,20.833333333333336,0.0,107.66666666666667,3,75,10735.0,True
S0099,Ali Ramadan,26,Male,Fayoum,ali.ramadan@kayfa-student.io,G04,2025-12-17,True,Eng. Hossam Refaat,C002,Python Programming,Programming,Beginner,72.9,75.0,24,2,72.7625,8.333333333333332,0.3333333333333333,116.33333333333333,3,85,21751.0,True
